Short Link,Video Title
https://www.youtube.com/shorts/XLoisAILXWc,Le cliché de la Suisse #yomidenzel #suisse #cliché
https://www.youtube.com/shorts/5CsAfeZOox0,Mes plus grosses dépenses en 2023 #yomidenzel #argent #investissement
https://www.youtube.com/shorts/AFMTbCAG1Xw,Mon audience a explosé #yomidenzel #réussite #reseauxsociaux
https://www.youtube.com/shorts/6-yJERx3kuQ,Reprendre le contrôle sur sa vie #yomidenzel #mindset #conseil
https://www.youtube.com/shorts/iqla0vkbaD4,Ma citation préférée #yomidenzel #citation #podcast
https://www.youtube.com/shorts/g_GIO7J5s4U,Mes émotions au repas de Noël #yomidenzel #mindset #podcast
https://www.youtube.com/shorts/nwCYaY4eV-4,Anecdote quand j'étais petit #yomidenzel #anecdote #podcast
https://www.youtube.com/shorts/jSsGYGDSPf4,Se relever d'un coup dur #yomidenzel #mindset #podcast
https://www.youtube.com/shorts/cUv06ev2P8M,Quand j'offre des cadeaux #yomidenzel #cadeaux #argent
https://www.youtube.com/shorts/tsUUOn7oc14,Combien j'ai dépensé ? #yomidenzel #argent #business
https://www.youtube.com/shorts/Opq3I4n-PnQ,Oussama président ? #yomidenzel #mentalité #oussamaammar
https://www.youtube.com/shorts/KE7C0EuYiX4,Yacht ou Jet privé? #yomidenzel #business #argent
https://www.youtube.com/shorts/1HoaEgQQaLg,Ressentir de la gratitude #yomidenzel #mentalité #podcast
https://www.youtube.com/shorts/o44nP5hMQIs,La relation à l'argent dans un couple #yomidenzel #argent #relations
https://www.youtube.com/shorts/3qsS9efRFRY,Le problème des start-up #yomidenzel #startup #business
https://www.youtube.com/shorts/rv6W7EBiSxU,Être président au Nigeria #yomidenzel #nigeria #podcast
https://www.youtube.com/shorts/ob3HFHC6OQQ,Investment Banking vs Entrepreneuriat #yomidenzel #business #entrepreneur
https://www.youtube.com/shorts/14YxUqbzPjM,Comment faire exploser son business #yomidenzel #business #conseil
https://www.youtube.com/shorts/GTE-Xdj7B94,La difficulté n°1 dans le business #yomidenzel #entrepreneur #business
https://www.youtube.com/shorts/ceqfH5q2dDQ,Tiktok est une drogue #yomidenzel #podcast #reseauxsociaux
https://www.youtube.com/shorts/B0Jz19ME_Sc,Comment tester l'attention au détail #yomidenzel #anecdote #recrutement
https://www.youtube.com/shorts/5C06m5AJzo8,Le talent n'a aucun mérite #yomidenzel #podcast #mentalité
https://www.youtube.com/shorts/aCBuqDwepP0,Les barrières à l'entrée dans le business #yomidenzel #entrepreneur #business
https://www.youtube.com/shorts/9yfVxcN-CYE,Investir dans la publicité #yomidenzel #mentalité #business
https://www.youtube.com/shorts/MBbWJbAybRM,J'ai gagné 10 Millions au Poker #yomidenzel #anecdote #podcast
https://www.youtube.com/shorts/ZQw9_dp-s54,Technique pour trouver des idées #yomidenzel #entrepreneur #business
https://www.youtube.com/shorts/4BEgoA8RR_o,Conseil pour s'améliorer #yomidenzel #devperso #succès
https://www.youtube.com/shorts/--H0ckpYtQk,Les personnalités de Tai lopez #yomidenzel #oussamaammar  #entrepreneur
https://www.youtube.com/shorts/IOJ6L8Ev1bw,L'importance des notes #yomidenzel #oussamaammar #podcast
https://www.youtube.com/shorts/ar5dhI5ecSw,Leçon de discipline à l'armée #yomidenzel #discipline #armée
https://www.youtube.com/shorts/n8LpgMzZHxg,TikTok lobotomise #yomidenzel #reseauxsociaux #cerveau
https://www.youtube.com/shorts/hBj05_9GAFg,Business qui exploitent les consommateurs #yomidenzel #business #podcast
https://www.youtube.com/shorts/6EEgEX573r0,L'importance de la régularité #yomidenzel #mindset #réussite
https://www.youtube.com/shorts/c2dM8e9SPxg,Conseil pour trouver une copine #yomidenzel #relations #conseil
https://www.youtube.com/shorts/krNVkMX5rrs,L'histoire du fondateur de minecraft #yomidenzel #entrepreneur
https://www.youtube.com/shorts/EqA3bDTCINc,S'informer vs Apprendre #yomidenzel #entrepreneur #mindset
https://www.youtube.com/shorts/fdBhr5Hmhk0,Les crapauds gays #yomidenzel #podcast #sanspermission
https://www.youtube.com/shorts/jKMwq1_BHx8,Une compétence essentielle au succès #yomidenzel #succès #podcast
https://www.youtube.com/shorts/GIShE1Fxn-0,L'algorithme Spotify #yomidenzel #ia #podcast
https://www.youtube.com/shorts/dTz9rmpXsg8,La transformation de Dana White #yomidenzel #santé #podcast
https://www.youtube.com/shorts/zqkFYYLrONg,Obsédés par la concurrence #yomidenzel #mindset #business
https://www.youtube.com/shorts/nCnc2hS6OCo,L'orientation professionnelle #yomidenzel #education #mentalité
https://www.youtube.com/shorts/XApLx5TWiKs,La discipline #yomidenzel #mentalité #réussite
https://www.youtube.com/shorts/ITYqk8gnbx0,"La théorie ""stoned ape"" #yomidenzel #oussamaammar #podcast"
https://www.youtube.com/shorts/DVm-3Jvh7pA,Les cours en Allemagne #yomidenzel #oussamaammar #podcast
https://www.youtube.com/shorts/dqJ2WxY8MYI,Les gens qui veulent abandonner #yomidenzel #motivation #réussite
https://www.youtube.com/shorts/a5RaSycSUxA,Argent vs Célébrité #yomidenzel #mentalité #argent
https://www.youtube.com/shorts/63I57uB_GrY,Kendrick Lamar #yomidenzel #podcast #sanspermission
https://www.youtube.com/shorts/pFRnglgtcUc,Hypocrisie chez beaucoup de femmes #yomidenzel #mentalité #relations
https://www.youtube.com/shorts/mg448YWKUfA,Je ne suis pas un bon manager #yomidenzel #entrepreneur #business
https://www.youtube.com/shorts/ag_7fbnIGOw,La formation de Voldemort #yomidenzel #podcast #sanspermission
https://www.youtube.com/shorts/p6TRGdw1Yzk,Différence Femme vs Fille #yomidenzel #relations #mentalité
https://www.youtube.com/shorts/WwHsZMISr0k,L'IA renforce ma flemme #yomidenzel #ia #podcast
https://www.youtube.com/shorts/LDSW8-EE0qs,Taxer les personnes plus riche que soi #yomidenzel #argent #mentalité
https://www.youtube.com/shorts/CfUpDOsrlVA,Start-up vs Business en ligne #yomidenzel #startup #business
https://www.youtube.com/shorts/oVEO9lcCqpg,Ce que je ferais si je perds tout #yomidenzel #entrepreneur #millionnaire
https://www.youtube.com/shorts/21Jxk88nDtM,Déconnecté de la réalité #yomidenzel #mentalité #millionnaire Extrait tiré de la vidéo de @ta_ta_ki
https://www.youtube.com/shorts/EaNbB0EEFQo,Pourquoi je vends des formations #yomidenzel #entrepreneur #formation Extrait de la vidéo de @ta_ta_
https://www.youtube.com/shorts/2pNtdGFwKZ8,Comment gagner 100K en un mois #yomidenzel #entrepreneur #argent
https://www.youtube.com/shorts/k_dK6qWS9Co,Les meilleurs employés #yomidenzel #business #entrepreneur
https://www.youtube.com/shorts/HVtqXJcglF0,Les matelas PEMF #yomidenzel #santé #podcast
https://www.youtube.com/shorts/JQhetU7afro,Les bienfaits du capitalisme #yomidenzel #mentalité #capitalisme
https://www.youtube.com/shorts/FMgokGdOfzc,Arrêter de travailler #yomidenzel #business #entrepreneur Extrait de la vidéo de @ta_ta_ki
https://www.youtube.com/shorts/fhGSeZy55JM,Convaincre une femme #yomidenzel #relations #mentalité
https://www.youtube.com/shorts/R_4xq-k4qfQ,Elon Musk vs ChatGPT #yomidenzel #elonmusk #chatgpt
https://www.youtube.com/shorts/dmLXXnMY5Gs,Arnaquer ses clients #yomidenzel #entrepreneur #business Extrait de la vidéo de @ta_ta_ki
https://www.youtube.com/shorts/fqv5WYBvGGk,Les biais affectent nos décisions #yomidenzel #mentalité #podcast
https://www.youtube.com/shorts/3n8lvdqkCPQ,Hack pour devenir pote avec Oussama #yomidenzel #oussamaammar #anecdote
https://www.youtube.com/shorts/VfIv9caZkxk,Le problème de l'Investment Banking #yomidenzel #business #entrepreneur
https://www.youtube.com/shorts/sWsDMLVLwK4,La compétence #yomidenzel #devperso #réussite
https://www.youtube.com/shorts/EGS3dQOor_I,Messi vs Ronaldo #yomidenzel #podcast #sanspermission
https://www.youtube.com/shorts/ty53cLtsoN0,La période la plus importante #yomidenzel #mindset #réussite
https://www.youtube.com/shorts/wtQxcBxZgwg,Les gens qui trouvaient mes sites #yomidenzel #anecdote #podcast
https://www.youtube.com/shorts/oxuT5sqn-DI,La prise de décision #yomidenzel #mentalité #podcast
https://www.youtube.com/shorts/wZU7I5a28TQ,Les prix aux Maldives #yomidenzel #argent #anecdote
https://www.youtube.com/shorts/oqLYfEyGQ0M,Mourir dans un sauna #yomidenzel #challenge #podcast
https://www.youtube.com/shorts/6jGcStr9RNs,Être jeune aujourd'hui #yomidenzel #mentalité #dopamine
https://www.youtube.com/shorts/q0ddoAoEhL0,Le level après Ronaldo & Messi #yomidenzel #sanspermission #podcast
https://www.youtube.com/shorts/JTmNaUWHjdE,Impact du couple sur les revenus #yomidenzel #argent #relations
https://www.youtube.com/shorts/bHgrvQE8kn4,Theorie de la d*ck pic 🍆 #yomidenzel #podcast #sanspermission
https://www.youtube.com/shorts/L7BSB41rbgg,Elon Musk le troll #yomidenzel #elonmusk #entrepreneur
https://www.youtube.com/shorts/krs5P96fDqc,Les complements alimentaires #yomidenzel #santé #mentalité
https://www.youtube.com/shorts/nlyeYYcdHXI,Recruter un COO #yomidenzel #business #entrepreneur
https://www.youtube.com/shorts/PVF0nAr2Op0,Si WhatsApp se faisait hacker #yomidenzel #podcast #sanspermission
https://www.youtube.com/shorts/K2-TZr3WhI0,Quiz sur les Maldives #yomidenzel #podcast #argent
https://www.youtube.com/shorts/8neimSX5Ywg,Recruter pour le remote #yomidenzel #entrepreneur #business
https://www.youtube.com/shorts/KsJ6cZdjWlA,Le président Argentin #yomidenzel #podcast #sanspermission
https://www.youtube.com/shorts/h7-68A-qAyc,Les vues sur les réseaux #yomidenzel #reseauxsociaux #podcast
https://www.youtube.com/shorts/6xcoBEfCYeM,Mon esprit entrepreneurial #yomidenzel #anecdote #entrepreneur
https://www.youtube.com/shorts/3LMK_I6hL9M,Comment prendre des décisions #yomidenzel #mindset #entrepreneur
https://www.youtube.com/shorts/NZhffLGgGfU,Le rôle de la chance #yomidenzel #reussite #entrepreneur
https://www.youtube.com/shorts/6CPfMhQDYsM,Traiter les gens de chargé #yomidenzel #podcast #sanspermission
https://www.youtube.com/shorts/1roitNG_3t0,L'importance du soleil #yomidenzel #santé #santémentale
https://www.youtube.com/shorts/ctFf2NuhDpM,J'ai de l'argent donc écoute moi #yomidenzel #argent #mentalité
https://www.youtube.com/shorts/z5Jsou01s8o,Comment améliorer son bien-être #yomidenzel #santé #santémentale
https://www.youtube.com/shorts/mrt6SKPSbuo,Incapacité de résoudre des problèmes #yomidenzel #mentalité #anecdote
https://www.youtube.com/shorts/Q8Bb4kPuzoE,Maldives trip
https://www.youtube.com/shorts/xDm1cSK1GgU,Les compléments alimentaires #yomidenzel #santé #podcast
https://www.youtube.com/shorts/s_4RFMFztYI,Les premières impressions #yomidenzel #mindset #relations
https://www.youtube.com/shorts/je4HVtD7n2w,Gérer une équipe à distance #yomidenzel #business #entrepreneur
https://www.youtube.com/shorts/DX67ofLKhzc,Comment accéder à ta vie de rêve #yomidenzel #réussite #mindset
https://www.youtube.com/shorts/rKALd0rAR_Q,Body count - Homme Femme #yomidenzel #relations #podcast
https://www.youtube.com/shorts/4Tpj_S30y10,Aller à la salle #yomidenzel #sport #santé
https://www.youtube.com/shorts/DM6e9VMqv3A,Maltraiter les femmes #yomidenzel #relations #reseauxsociaux
https://www.youtube.com/shorts/20-IaPhdawc,Je ne joue jamais au UNO #yomidenzel #mentalité #podcast
https://www.youtube.com/shorts/k9SFmMF88vo,Je ne me souviens pas de certaines dépense #yomidenzel #podcast #argent
https://www.youtube.com/shorts/kDDcj3uxyCg,Ce que j'ai appris avec l'âge #yomidenzel #mentalité #entrepreneur
https://www.youtube.com/shorts/EL5j5E27zQY,Le grounding #yomidenzel #santémentale #santé
https://www.youtube.com/shorts/9ecXzK3haTE,Jake Paul & Logan Paul #yomidenzel #podcast #entrepreneur
https://www.youtube.com/shorts/6lT1gwiOCpI,Les Thiel Fellowships #yomidenzel #business #entrepreneur
https://www.youtube.com/shorts/LecKx9Ex-1Y,Comment ChatGPT crée mon contenu écrit #yomidenzel #ia #chatgpt
https://www.youtube.com/shorts/mzsphxac7Fw,Une question mindf*ck #yomidenzel #mentalité #podcast
https://www.youtube.com/shorts/N65yP9FygFE,L'importance de certaines décisions #yomidenzel #mentalité #podcast
https://www.youtube.com/shorts/kyUlaFKhYqI,Les shakers de protéine #yomidenzel #sport #podcast
https://www.youtube.com/shorts/rOEU3mV5klM,J'ai eu une réalisation #yomidenzel #motivation #succès
https://www.youtube.com/shorts/xAp2ggRuUhk,Réaction aux opinions d'Oussama #yomidenzel #oussamaammar #reseauxsociaux
https://www.youtube.com/shorts/YNBMT0xzSv0,Rôles homme-femme #yomidenzel #relations #podcast
https://www.youtube.com/shorts/iYuGytnVk-M,Fonctionnement de l'algorithme #yomidenzel #reseauxsociaux #podcast
https://www.youtube.com/shorts/QycVmSMmqRI,Comment créer du contenu écrit #yomidenzel #reseauxsociaux #astuce
https://www.youtube.com/shorts/kXaGWdnfqUE,Comment gérer son temps #yomidenzel #réussite #productivité
https://www.youtube.com/shorts/ud7RFgKNFDo,Le TDAH #yomidenzel #podcast #tdah
https://www.youtube.com/shorts/tEh16ECz5CE,Bryan Johnson #yomidenzel #podcast #santé
https://www.youtube.com/shorts/iICNx-aZpHs,Une habitude pour réussir #yomidenzel #habitude #réussite
https://www.youtube.com/shorts/E8ZgMc4GOU4,La métaphore de l'éléphant #yomidenzel #mentalité #devperso
https://www.youtube.com/shorts/V915yUVdqL8,La course Hercules #yomidenzel #armée #anecdote
https://www.youtube.com/shorts/N82v_rhz_Ao,"Traiter les gens de ""chargé"" #yomidenzel #bazinga #santé"
https://www.youtube.com/shorts/0cv7D2Soe4Y,Donnez-nous vos idées #yomidenzel #sanspermission #podcast
https://www.youtube.com/shorts/q0nH14ErARY,Les riches sont tous méchants #yomidenzel #richesse #argent
https://www.youtube.com/shorts/Lb3A-Fr4VIM,Première fois que j'ai gagné de l'argent #yomidenzel #argent #anecdote
https://www.youtube.com/shorts/92wOszT22mQ,Remplacement de la testostérone #yomidenzel #santé #usa
https://www.youtube.com/shorts/Qin7wD24ikg,Le féminisme #yomidenzel #féminisme #podcast
https://www.youtube.com/shorts/m6u8-H-VtHE,Aversion au haut bodycount #yomidenzel #relations #mentalité
https://www.youtube.com/shorts/eqj2e2Jzlw8,Sam Sulek #yomidenzel #samsulek #podcast
https://www.youtube.com/shorts/G4ti4mnpLQY,Prix du coaching d'Hormozi #yomidenzel #hormozi #coaching
https://www.youtube.com/shorts/jzbThBzNh7Q,Les gens qui jugent #yomidenzel #relations #mentalité
https://www.youtube.com/shorts/13DXQHwqxH4,Ma phrase préférée de Steve Jobs #yomidenzel #podcast #mindset
https://www.youtube.com/shorts/gc152p1cLaE,Problèmes de santé mentale #yomidenzel #santé #santémentale
https://www.youtube.com/shorts/vQKxAWJp0vQ,Le monde des très riches #yomidenzel #mindset #argent
https://www.youtube.com/shorts/QagOcWOV68c,« Il faut faire avant tout ce qu’on aime. » #yomidenzel #école #entrepreneur
https://www.youtube.com/shorts/y3cVcOGMBPw,Les profs ont un énorme impact sur notre vie #yomidenzel #école #etatdesprit
https://www.youtube.com/shorts/ogp46EyX2oE,Les différents types de personnalités et l’argent #yomidenzel #argent #monde
https://www.youtube.com/shorts/al15Q-gNR1I,Cette incroyable technique pour résoudre les embrouilles #yomidenzel #devperso #mentalité
https://www.youtube.com/shorts/9QWS78XTjPg,« Juger quelqu’un à l’aune de ta réussite » #yomidenzel #entrepreneur #business
https://www.youtube.com/shorts/bfpTiWUisBc,Ma technique pour avoir des bonnes notes à Harvard #yomidenzel #harvard #école
https://www.youtube.com/shorts/kIjfxMviLVM,Un de mes objectifs #yomidenzel #objectif #business
https://www.youtube.com/shorts/JQhsV8x6YpQ,Mon meilleur investissement #yomidenzel #argent #cryptomonnaies
https://www.youtube.com/shorts/Wa0NvVJKCdU,L’important est le chemin pour y parvenir #yomidenzel #entrepreneur #mentalité
https://www.youtube.com/shorts/Xzddp6IIYoA,Les femmes subissent le patriarcat ? #yomidenzel #société #relationshommesfemmes
https://www.youtube.com/shorts/wN--28JNcKY,Ma routine #yomidenzel #habitudes #mentalité ￼
https://www.youtube.com/shorts/ykiXnnpugbI,L’éducation des enfants #yomidenzel #enfants #education #société
https://www.youtube.com/shorts/iZY-PexRquk,Le soutien est essentiel à la réussite ￼#yomidenzel #entrepreneur #famille
https://www.youtube.com/shorts/JVE1CChquVs,Il est important d’apprendre #yomidenzel #apprentissage #podcast
https://www.youtube.com/shorts/7QEz7Ds6FCo,Lorsque j’ai rejoint les forces spéciales #yomidenzel #armée #mental
https://www.youtube.com/shorts/fJUyPMZJFxo,Tu as une idée ? Lance-toi #yomidenzel #business #entrepreneur
https://www.youtube.com/shorts/FGfYdhTDPs0,La Sprezzatura #yomidenzel #sprezzatura #italie
https://www.youtube.com/shorts/lc1LEaN2L8A,Les KPIs dans la vie personnelle #yomidenzel #kpi #entrepreneur
https://www.youtube.com/shorts/Bdt43tle-0s,Le deliberate practice #yomidenzel #mindset #football all
https://www.youtube.com/shorts/In0wPlT-FJk,Le problème des business de services #yomidenzel #business #scaling
https://www.youtube.com/shorts/MfY5TCInyDc,Faire face aux doutes quand on se lance #yomidenzel #réussite #business
https://www.youtube.com/shorts/O4obBfzPU4A,« Les problèmes on les résout » #yomidenzel #podcast #mindset
https://www.youtube.com/shorts/oyMDzrvPm4Y,Le sommeil est le meilleur médicament #yomidenzel #sommeil #devperso
https://www.youtube.com/shorts/taTYWaPFsf8,Ma nouvelle montre incroyable #yomidenzel #montre #investissement
https://www.youtube.com/shorts/6cMDDbf1_m8,Je suis à 105% #yomidenzel #entrepreneur #mentalité
https://www.youtube.com/shorts/9Y_xcuBBgRQ,Le genre de personne qui m’énerve #yomidenzel #podcast #mentalité
https://www.youtube.com/shorts/f6vmV2sE228,C'est toi qui écris ton futur #yomidenzel #entrepreneur #école
https://www.youtube.com/shorts/KyWnmYK5FBI,Avoir une copine qui ne te soutient pas #yomidenzel #relations #soutien
https://www.youtube.com/shorts/iSc26mQUqQc,"L’optimisation, l’ennemi du scaling #yomidenzel #scaling #entrepreneur"
https://www.youtube.com/shorts/mSvv3pxQzeY,Les actions qui définissent un grand homme #yomidenzel #podcast #sacrifices
https://www.youtube.com/shorts/5nTwbCZa4GU,Toutes mes habitudes #yomidenzel #habitudes #entrepreneur
https://www.youtube.com/shorts/m1VhBYVEFw4,Je travaille par automatisme #yomidenzel #travail #business
https://www.youtube.com/shorts/9719ZOgoSkA,L’ampleur qu’a pris IAD #yomidenzel #IAD #business
https://www.youtube.com/shorts/Gf0l-xxWdU4,Tu veux devenir riche ? Alors travaille #yomidenzel #argent # réussite
https://www.youtube.com/shorts/AxTUSQCVmt8,Combien j’ai sur mon compte en banque #yomidenzel #argent #banque
https://www.youtube.com/shorts/zcGvZiQUrSo,Est-ce que créer un business veut dire voler l’argent des autres ? #yomidenzel #business #argent
https://www.youtube.com/shorts/DE5A22X5PiE,L’attention des gens sur leur téléphone #yomidenzel #business #entrepreneur
https://www.youtube.com/shorts/W93VsnkTH_U,4000€/mois à 22 ans avec l’immobilier #yomidenzel #jonathananguelov #immobilier #business
https://www.youtube.com/shorts/xyCuBuNLD7g,Les plus grosses offres que j’ai refusées #yomidenzel #argent #business
https://www.youtube.com/shorts/AhZaq2vZoiw,Ce que je pense des impôts en France #yomidenzel #impôts #mentalité #entrepreneur
https://www.youtube.com/shorts/_FU94WwnsSU,Mon plus grand regret #yomidenzel #mentalité #regret
https://www.youtube.com/shorts/tGEVWftQuUI,Nous sommes soit manuel soit intellectuel #yomidenzel #thibaultgarcia #podcast
https://www.youtube.com/shorts/FLaHyq3mUdM,Ce que je dirais aux gens qui n’ont pas cru en moi #yomidenzel #réussite #millionaire
https://www.youtube.com/shorts/oi1KINFR2XI,Si on me proposait 100 Millions d’€ #yomidenzel #argent #entrepreneur
https://www.youtube.com/shorts/6ojo7VEThFg,Travailler en Suisse #yomidenzel #travail #argent
https://www.youtube.com/shorts/6QSEZnPpsHM,Si je pouvais rencontrer Elon Musk #yomidenzel #elonmusk #podcast
https://www.youtube.com/shorts/umEX85y2-iI,J’ai déjà eu le cœur brisé #yomidenzel #amour #sentiment #podcast
https://www.youtube.com/shorts/eHZPyw_mW7I,Ce projet 100% secret #oussamaammar #projet #IA
https://www.youtube.com/shorts/3mzpPCVCczc,Le monde de la création  #oussamaammar #netflix #podcast
https://www.youtube.com/shorts/D881Jq1cKFA,La singularité #oussamaammar #mentalité #podcast
https://www.youtube.com/shorts/7JITzY0Tgeo,L'IA dans le cinéma #oussamaammar #cinéma #podcast
https://www.youtube.com/shorts/D8_yYhRN5z8,Ce métier que j'aimerais créer  #oussamaammar #métier #business
https://www.youtube.com/shorts/WNwAkShucUo,Mes rendez-vous tous les lundis #oussamaammar #call #entrepreneur
https://www.youtube.com/shorts/vQPBx3OvnxM,Le test MBTI #oussamaammar #test #mbti
https://www.youtube.com/shorts/K7LsgRGP4zM,J'ai crée une école pour les salariés de startup #oussamaammar #école #entrepreneur
https://www.youtube.com/shorts/baEvEQ2fXJA,Le mérite met des années à venir #oussamaammar #mérite #podcast
https://www.youtube.com/shorts/Fb1GNfu1TT8,Cette forme d'intégrité #oussamaammar #france #podcast
https://www.youtube.com/shorts/Mj3uugPjWOc,Voyager seul au Japon #oussamaammar #japon #voyage #société
https://www.youtube.com/shorts/xgO8dCb6aI4,J'ai fait un programme détox de 21 jours #oussamaammar #détox #santé
https://www.youtube.com/shorts/5qF0jYR34-M,Je ne respirais plus #oussamaammar #santé #clinique
